fighter_1,fighter_2,bookmaker,type,point,price,fetched_at,commence_time
Derrick Lewis,Josh Hokit,1xBet,Over,1.5,2.5,2026-06-01,2026-06-14
Derrick Lewis,Josh Hokit,1xBet,Under,1.5,1.53,2026-06-01,2026-06-14
Mauricio Ruffy,Michael Chandler,1xBet,Over,2.5,1.9,2026-06-01,2026-06-14
Mauricio Ruffy,Michael Chandler,1xBet,Under,2.5,1.84,2026-06-01,2026-06-14
Sean O'Malley,Aiemann Zahabi,1xBet,Over,2.5,1.45,2026-06-01,2026-06-14
Sean O'Malley,Aiemann Zahabi,1xBet,Under,2.5,2.65,2026-06-01,2026-06-14
Alex Pereira,Ciryl Gane,1xBet,Over,2.5,1.8,2026-06-01,2026-06-15
Alex Pereira,Ciryl Gane,1xBet,Under,2.5,2.0,2026-06-01,2026-06-15
Alex Pereira,Ciryl Gane,PMU (FR),Over,2.5,1.81,2026-06-01,2026-06-15
Alex Pereira,Ciryl Gane,PMU (FR),Under,2.5,1.93,2026-06-01,2026-06-15
Ilia Topuria,Justin Gaethje,1xBet,Over,1.5,1.67,2026-06-01,2026-06-15
Ilia Topuria,Justin Gaethje,1xBet,Under,1.5,2.2,2026-06-01,2026-06-15
Ilia Topuria,Justin Gaethje,PMU (FR),Over,1.5,1.78,2026-06-01,2026-06-15
Ilia Topuria,Justin Gaethje,PMU (FR),Under,1.5,1.97,2026-06-01,2026-06-15
Conor McGregor,Max Holloway,PMU (FR),Over,3.5,1.97,2026-06-01,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Under,3.5,1.76,2026-06-01,2026-07-12
Bryce Mitchell,Santiago Luna,BetOnline.ag,Over,2.5,1.56,2026-06-02,2026-06-06
Bryce Mitchell,Santiago Luna,BetOnline.ag,Under,2.5,2.57,2026-06-02,2026-06-06
Bryce Mitchell,Santiago Luna,1xBet,Over,2.5,1.5,2026-06-02,2026-06-06
Bryce Mitchell,Santiago Luna,1xBet,Under,2.5,2.48,2026-06-02,2026-06-06
Bryce Mitchell,Santiago Luna,PMU (FR),Over,2.5,1.49,2026-06-02,2026-06-06
Bryce Mitchell,Santiago Luna,PMU (FR),Under,2.5,2.5,2026-06-02,2026-06-06
Bryce Mitchell,Santiago Luna,Coolbet,Over,2.5,1.54,2026-06-02,2026-06-06
Bryce Mitchell,Santiago Luna,Coolbet,Under,2.5,2.55,2026-06-02,2026-06-06
Bryce Mitchell,Santiago Luna,Pinnacle,Over,2.5,1.54,2026-06-02,2026-06-06
Bryce Mitchell,Santiago Luna,Pinnacle,Under,2.5,2.5,2026-06-02,2026-06-06
Ketlen Souza,Ariane Carnelossi,BetOnline.ag,Over,2.5,1.44,2026-06-02,2026-06-06
Ketlen Souza,Ariane Carnelossi,BetOnline.ag,Under,2.5,2.89,2026-06-02,2026-06-06
Ketlen Souza,Ariane Carnelossi,1xBet,Over,2.5,1.35,2026-06-02,2026-06-06
Ketlen Souza,Ariane Carnelossi,1xBet,Under,2.5,3.0,2026-06-02,2026-06-06
Ketlen Souza,Ariane Carnelossi,Pinnacle,Over,2.5,1.44,2026-06-02,2026-06-06
Ketlen Souza,Ariane Carnelossi,Pinnacle,Under,2.5,2.84,2026-06-02,2026-06-06
Ketlen Souza,Ariane Carnelossi,Coolbet,Over,2.5,1.44,2026-06-02,2026-06-06
Ketlen Souza,Ariane Carnelossi,Coolbet,Under,2.5,2.89,2026-06-02,2026-06-06
Belal Muhammad,Gabriel Bonfim,BetOnline.ag,Over,3.5,1.57,2026-06-02,2026-06-06
Belal Muhammad,Gabriel Bonfim,BetOnline.ag,Under,3.5,2.53,2026-06-02,2026-06-06
Belal Muhammad,Gabriel Bonfim,1xBet,Over,4.5,1.83,2026-06-02,2026-06-06
Belal Muhammad,Gabriel Bonfim,1xBet,Under,4.5,1.91,2026-06-02,2026-06-06
Belal Muhammad,Gabriel Bonfim,Pinnacle,Over,3.5,1.56,2026-06-02,2026-06-06
Belal Muhammad,Gabriel Bonfim,Pinnacle,Under,3.5,2.47,2026-06-02,2026-06-06
Belal Muhammad,Gabriel Bonfim,PMU (FR),Over,4.5,1.8,2026-06-02,2026-06-06
Belal Muhammad,Gabriel Bonfim,PMU (FR),Under,4.5,1.93,2026-06-02,2026-06-06
Belal Muhammad,Gabriel Bonfim,Coolbet,Over,3.5,1.56,2026-06-02,2026-06-06
Belal Muhammad,Gabriel Bonfim,Coolbet,Under,3.5,2.5,2026-06-02,2026-06-06
Brendan Allen,Edmen Shahbazyan,BetOnline.ag,Over,1.5,1.54,2026-06-02,2026-06-06
Brendan Allen,Edmen Shahbazyan,BetOnline.ag,Under,1.5,2.61,2026-06-02,2026-06-06
Brendan Allen,Edmen Shahbazyan,1xBet,Over,2.5,2.08,2026-06-02,2026-06-06
Brendan Allen,Edmen Shahbazyan,1xBet,Under,2.5,1.7,2026-06-02,2026-06-06
Brendan Allen,Edmen Shahbazyan,Pinnacle,Over,1.5,1.54,2026-06-02,2026-06-06
Brendan Allen,Edmen Shahbazyan,Pinnacle,Under,1.5,2.51,2026-06-02,2026-06-06
Brendan Allen,Edmen Shahbazyan,PMU (FR),Over,2.5,2.25,2026-06-02,2026-06-06
Brendan Allen,Edmen Shahbazyan,PMU (FR),Under,2.5,1.6,2026-06-02,2026-06-06
Brendan Allen,Edmen Shahbazyan,Coolbet,Over,1.5,1.53,2026-06-02,2026-06-06
Brendan Allen,Edmen Shahbazyan,Coolbet,Under,1.5,2.6,2026-06-02,2026-06-06
Bruno Silva,Edgar Chairez,BetOnline.ag,Over,2.5,1.69,2026-06-02,2026-06-06
Bruno Silva,Edgar Chairez,BetOnline.ag,Under,2.5,2.25,2026-06-02,2026-06-06
Bruno Silva,Edgar Chairez,1xBet,Over,2.5,1.67,2026-06-02,2026-06-06
Bruno Silva,Edgar Chairez,1xBet,Under,2.5,2.2,2026-06-02,2026-06-06
Bruno Silva,Edgar Chairez,Pinnacle,Over,2.5,1.7,2026-06-02,2026-06-06
Bruno Silva,Edgar Chairez,Pinnacle,Under,2.5,2.17,2026-06-02,2026-06-06
Bruno Silva,Edgar Chairez,Coolbet,Over,2.5,1.68,2026-06-02,2026-06-06
Bruno Silva,Edgar Chairez,Coolbet,Under,2.5,2.25,2026-06-02,2026-06-06
Priscila Cachoeira,Chelsea Chandler,BetOnline.ag,Over,2.5,1.74,2026-06-02,2026-06-06
Priscila Cachoeira,Chelsea Chandler,BetOnline.ag,Under,2.5,2.15,2026-06-02,2026-06-06
Priscila Cachoeira,Chelsea Chandler,1xBet,Over,2.5,1.75,2026-06-02,2026-06-06
Priscila Cachoeira,Chelsea Chandler,1xBet,Under,2.5,2.0,2026-06-02,2026-06-06
Priscila Cachoeira,Chelsea Chandler,Pinnacle,Over,2.5,1.83,2026-06-02,2026-06-06
Priscila Cachoeira,Chelsea Chandler,Pinnacle,Under,2.5,1.99,2026-06-02,2026-06-06
Priscila Cachoeira,Chelsea Chandler,Coolbet,Over,2.5,1.74,2026-06-02,2026-06-06
Priscila Cachoeira,Chelsea Chandler,Coolbet,Under,2.5,2.15,2026-06-02,2026-06-06
Fares Ziam,Tom Nolan,BetOnline.ag,Over,1.5,1.48,2026-06-02,2026-06-06
Fares Ziam,Tom Nolan,BetOnline.ag,Under,1.5,2.8,2026-06-02,2026-06-06
Fares Ziam,Tom Nolan,1xBet,Over,2.5,1.9,2026-06-02,2026-06-06
Fares Ziam,Tom Nolan,1xBet,Under,2.5,1.85,2026-06-02,2026-06-06
Fares Ziam,Tom Nolan,Pinnacle,Over,1.5,1.5,2026-06-02,2026-06-06
Fares Ziam,Tom Nolan,Pinnacle,Under,1.5,2.62,2026-06-02,2026-06-06
Fares Ziam,Tom Nolan,PMU (FR),Over,2.5,1.68,2026-06-02,2026-06-06
Fares Ziam,Tom Nolan,PMU (FR),Under,2.5,2.1,2026-06-02,2026-06-06
Fares Ziam,Tom Nolan,Coolbet,Over,1.5,1.47,2026-06-02,2026-06-06
Fares Ziam,Tom Nolan,Coolbet,Under,1.5,2.78,2026-06-02,2026-06-06
Iwo Baraniewski,Junior Tafa,BetOnline.ag,Over,1.5,3.56,2026-06-02,2026-06-06
Iwo Baraniewski,Junior Tafa,BetOnline.ag,Under,1.5,1.32,2026-06-02,2026-06-06
Iwo Baraniewski,Junior Tafa,1xBet,Over,1.5,3.7,2026-06-02,2026-06-06
Iwo Baraniewski,Junior Tafa,1xBet,Under,1.5,1.25,2026-06-02,2026-06-06
Iwo Baraniewski,Junior Tafa,Pinnacle,Over,1.5,3.36,2026-06-02,2026-06-06
Iwo Baraniewski,Junior Tafa,Pinnacle,Under,1.5,1.33,2026-06-02,2026-06-06
Iwo Baraniewski,Junior Tafa,PMU (FR),Over,1.5,3.4,2026-06-02,2026-06-06
Iwo Baraniewski,Junior Tafa,PMU (FR),Under,1.5,1.29,2026-06-02,2026-06-06
Iwo Baraniewski,Junior Tafa,Coolbet,Over,1.5,3.45,2026-06-02,2026-06-06
Iwo Baraniewski,Junior Tafa,Coolbet,Under,1.5,1.33,2026-06-02,2026-06-06
Jeisla Chaves,Yuneisy Duben,BetOnline.ag,Over,2.5,1.91,2026-06-02,2026-06-06
Jeisla Chaves,Yuneisy Duben,BetOnline.ag,Under,2.5,1.91,2026-06-02,2026-06-06
Jeisla Chaves,Yuneisy Duben,1xBet,Over,2.5,1.91,2026-06-02,2026-06-06
Jeisla Chaves,Yuneisy Duben,1xBet,Under,2.5,1.83,2026-06-02,2026-06-06
Jeisla Chaves,Yuneisy Duben,Pinnacle,Over,2.5,1.88,2026-06-02,2026-06-06
Jeisla Chaves,Yuneisy Duben,Pinnacle,Under,2.5,1.93,2026-06-02,2026-06-06
Jeisla Chaves,Yuneisy Duben,Coolbet,Over,2.5,1.91,2026-06-02,2026-06-06
Jeisla Chaves,Yuneisy Duben,Coolbet,Under,2.5,1.91,2026-06-02,2026-06-06
Jordan Leavitt,Joanderson Brito,BetOnline.ag,Over,2.5,1.83,2026-06-02,2026-06-06
Jordan Leavitt,Joanderson Brito,BetOnline.ag,Under,2.5,2.0,2026-06-02,2026-06-06
Jordan Leavitt,Joanderson Brito,1xBet,Over,2.5,1.75,2026-06-02,2026-06-06
Jordan Leavitt,Joanderson Brito,1xBet,Under,2.5,2.0,2026-06-02,2026-06-06
Jordan Leavitt,Joanderson Brito,Pinnacle,Over,2.5,1.69,2026-06-02,2026-06-06
Jordan Leavitt,Joanderson Brito,Pinnacle,Under,2.5,2.18,2026-06-02,2026-06-06
Jordan Leavitt,Joanderson Brito,Coolbet,Over,2.5,1.74,2026-06-02,2026-06-06
Jordan Leavitt,Joanderson Brito,Coolbet,Under,2.5,2.1,2026-06-02,2026-06-06
Marcus McGhee,John Yannis,BetOnline.ag,Over,2.5,2.1,2026-06-02,2026-06-06
Marcus McGhee,John Yannis,BetOnline.ag,Under,2.5,1.77,2026-06-02,2026-06-06
Marcus McGhee,John Yannis,Pinnacle,Over,2.5,2.07,2026-06-02,2026-06-06
Marcus McGhee,John Yannis,Pinnacle,Under,2.5,1.77,2026-06-02,2026-06-06
Marcus McGhee,John Yannis,1xBet,Over,2.5,2.15,2026-06-02,2026-06-06
Marcus McGhee,John Yannis,1xBet,Under,2.5,1.65,2026-06-02,2026-06-06
Marcus McGhee,John Yannis,Coolbet,Over,2.5,2.1,2026-06-02,2026-06-06
Marcus McGhee,John Yannis,Coolbet,Under,2.5,1.77,2026-06-02,2026-06-06
Matt Schnell,Alessandro Costa,BetOnline.ag,Over,1.5,2.3,2026-06-02,2026-06-06
Matt Schnell,Alessandro Costa,BetOnline.ag,Under,1.5,1.67,2026-06-02,2026-06-06
Matt Schnell,Alessandro Costa,1xBet,Over,1.5,2.2,2026-06-02,2026-06-06
Matt Schnell,Alessandro Costa,1xBet,Under,1.5,1.67,2026-06-02,2026-06-06
Matt Schnell,Alessandro Costa,PMU (FR),Over,1.5,2.25,2026-06-02,2026-06-06
Matt Schnell,Alessandro Costa,PMU (FR),Under,1.5,1.6,2026-06-02,2026-06-06
Matt Schnell,Alessandro Costa,Coolbet,Over,1.5,2.3,2026-06-02,2026-06-06
Matt Schnell,Alessandro Costa,Coolbet,Under,1.5,1.65,2026-06-02,2026-06-06
Matt Schnell,Alessandro Costa,Pinnacle,Over,1.5,2.41,2026-06-02,2026-06-06
Matt Schnell,Alessandro Costa,Pinnacle,Under,1.5,1.58,2026-06-02,2026-06-06
Diego Lopes,Steve Garcia Jr.,1xBet,Over,1.5,1.8,2026-06-02,2026-06-14
Diego Lopes,Steve Garcia Jr.,1xBet,Under,1.5,2.0,2026-06-02,2026-06-14
Bo Nickal,Kyle Daukaus,1xBet,Over,2.5,1.8,2026-06-02,2026-06-14
Bo Nickal,Kyle Daukaus,1xBet,Under,2.5,1.95,2026-06-02,2026-06-14
Derrick Lewis,Josh Hokit,1xBet,Over,1.5,2.62,2026-06-02,2026-06-14
Derrick Lewis,Josh Hokit,1xBet,Under,1.5,1.5,2026-06-02,2026-06-14
Mauricio Ruffy,Michael Chandler,1xBet,Over,2.5,1.9,2026-06-02,2026-06-14
Mauricio Ruffy,Michael Chandler,1xBet,Under,2.5,1.84,2026-06-02,2026-06-14
Sean O'Malley,Aiemann Zahabi,1xBet,Over,2.5,1.45,2026-06-02,2026-06-14
Sean O'Malley,Aiemann Zahabi,1xBet,Under,2.5,2.65,2026-06-02,2026-06-14
Alex Pereira,Ciryl Gane,1xBet,Over,2.5,1.8,2026-06-02,2026-06-15
Alex Pereira,Ciryl Gane,1xBet,Under,2.5,2.0,2026-06-02,2026-06-15
Alex Pereira,Ciryl Gane,PMU (FR),Over,2.5,1.81,2026-06-02,2026-06-15
Alex Pereira,Ciryl Gane,PMU (FR),Under,2.5,1.93,2026-06-02,2026-06-15
Ilia Topuria,Justin Gaethje,1xBet,Over,1.5,1.67,2026-06-02,2026-06-15
Ilia Topuria,Justin Gaethje,1xBet,Under,1.5,2.2,2026-06-02,2026-06-15
Ilia Topuria,Justin Gaethje,PMU (FR),Over,1.5,1.78,2026-06-02,2026-06-15
Ilia Topuria,Justin Gaethje,PMU (FR),Under,1.5,1.97,2026-06-02,2026-06-15
Conor McGregor,Max Holloway,PMU (FR),Over,3.5,1.97,2026-06-02,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Under,3.5,1.76,2026-06-02,2026-07-12
Bryce Mitchell,Santiago Luna,BetOnline.ag,Over,2.5,1.53,2026-06-04,2026-06-06
Bryce Mitchell,Santiago Luna,BetOnline.ag,Under,2.5,2.65,2026-06-04,2026-06-06
Bryce Mitchell,Santiago Luna,1xBet,Over,2.5,1.5,2026-06-04,2026-06-06
Bryce Mitchell,Santiago Luna,1xBet,Under,2.5,2.48,2026-06-04,2026-06-06
Bryce Mitchell,Santiago Luna,PMU (FR),Over,2.5,1.49,2026-06-04,2026-06-06
Bryce Mitchell,Santiago Luna,PMU (FR),Under,2.5,2.5,2026-06-04,2026-06-06
Bryce Mitchell,Santiago Luna,Coolbet,Over,2.5,1.54,2026-06-04,2026-06-06
Bryce Mitchell,Santiago Luna,Coolbet,Under,2.5,2.55,2026-06-04,2026-06-06
Bryce Mitchell,Santiago Luna,BetAnything,Over,2.5,1.51,2026-06-04,2026-06-06
Bryce Mitchell,Santiago Luna,BetAnything,Under,2.5,2.65,2026-06-04,2026-06-06
Bryce Mitchell,Santiago Luna,Pinnacle,Over,2.5,1.54,2026-06-04,2026-06-06
Bryce Mitchell,Santiago Luna,Pinnacle,Under,2.5,2.5,2026-06-04,2026-06-06
Ketlen Souza,Ariane Carnelossi,BetOnline.ag,Over,2.5,1.42,2026-06-04,2026-06-06
Ketlen Souza,Ariane Carnelossi,BetOnline.ag,Under,2.5,3.0,2026-06-04,2026-06-06
Ketlen Souza,Ariane Carnelossi,1xBet,Over,2.5,1.35,2026-06-04,2026-06-06
Ketlen Souza,Ariane Carnelossi,1xBet,Under,2.5,3.0,2026-06-04,2026-06-06
Ketlen Souza,Ariane Carnelossi,Pinnacle,Over,2.5,1.44,2026-06-04,2026-06-06
Ketlen Souza,Ariane Carnelossi,Pinnacle,Under,2.5,2.84,2026-06-04,2026-06-06
Ketlen Souza,Ariane Carnelossi,Coolbet,Over,2.5,1.44,2026-06-04,2026-06-06
Ketlen Souza,Ariane Carnelossi,Coolbet,Under,2.5,2.89,2026-06-04,2026-06-06
Ketlen Souza,Ariane Carnelossi,BetAnything,Over,2.5,1.42,2026-06-04,2026-06-06
Ketlen Souza,Ariane Carnelossi,BetAnything,Under,2.5,2.9,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,BetOnline.ag,Over,3.5,1.57,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,BetOnline.ag,Under,3.5,2.53,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,1xBet,Over,4.5,1.83,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,1xBet,Under,4.5,1.91,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,Pinnacle,Over,3.5,1.56,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,Pinnacle,Under,3.5,2.47,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,PMU (FR),Over,4.5,1.8,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,PMU (FR),Under,4.5,1.93,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,Coolbet,Over,3.5,1.56,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,Coolbet,Under,3.5,2.5,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,BetAnything,Over,3.5,1.56,2026-06-04,2026-06-06
Belal Muhammad,Gabriel Bonfim,BetAnything,Under,3.5,2.5,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,BetOnline.ag,Over,1.5,1.54,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,BetOnline.ag,Under,1.5,2.61,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,1xBet,Over,2.5,2.08,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,1xBet,Under,2.5,1.7,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,Pinnacle,Over,1.5,1.51,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,Pinnacle,Under,1.5,2.59,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,PMU (FR),Over,2.5,2.25,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,PMU (FR),Under,2.5,1.6,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,Coolbet,Over,1.5,1.53,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,Coolbet,Under,1.5,2.6,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,BetAnything,Over,1.5,1.54,2026-06-04,2026-06-06
Brendan Allen,Edmen Shahbazyan,BetAnything,Under,1.5,2.55,2026-06-04,2026-06-06
Bruno Silva,Edgar Chairez,BetOnline.ag,Over,2.5,1.71,2026-06-04,2026-06-06
Bruno Silva,Edgar Chairez,BetOnline.ag,Under,2.5,2.2,2026-06-04,2026-06-06
Bruno Silva,Edgar Chairez,1xBet,Over,2.5,1.87,2026-06-04,2026-06-06
Bruno Silva,Edgar Chairez,1xBet,Under,2.5,1.87,2026-06-04,2026-06-06
Bruno Silva,Edgar Chairez,Pinnacle,Over,2.5,1.7,2026-06-04,2026-06-06
Bruno Silva,Edgar Chairez,Pinnacle,Under,2.5,2.17,2026-06-04,2026-06-06
Bruno Silva,Edgar Chairez,Coolbet,Over,2.5,1.78,2026-06-04,2026-06-06
Bruno Silva,Edgar Chairez,Coolbet,Under,2.5,2.07,2026-06-04,2026-06-06
Bruno Silva,Edgar Chairez,BetAnything,Over,2.5,1.74,2026-06-04,2026-06-06
Bruno Silva,Edgar Chairez,BetAnything,Under,2.5,2.05,2026-06-04,2026-06-06
Priscila Cachoeira,Chelsea Chandler,BetOnline.ag,Over,2.5,1.74,2026-06-04,2026-06-06
Priscila Cachoeira,Chelsea Chandler,BetOnline.ag,Under,2.5,2.15,2026-06-04,2026-06-06
Priscila Cachoeira,Chelsea Chandler,1xBet,Over,2.5,1.75,2026-06-04,2026-06-06
Priscila Cachoeira,Chelsea Chandler,1xBet,Under,2.5,2.0,2026-06-04,2026-06-06
Priscila Cachoeira,Chelsea Chandler,Pinnacle,Over,2.5,1.83,2026-06-04,2026-06-06
Priscila Cachoeira,Chelsea Chandler,Pinnacle,Under,2.5,1.99,2026-06-04,2026-06-06
Priscila Cachoeira,Chelsea Chandler,Coolbet,Over,2.5,1.74,2026-06-04,2026-06-06
Priscila Cachoeira,Chelsea Chandler,Coolbet,Under,2.5,2.15,2026-06-04,2026-06-06
Priscila Cachoeira,Chelsea Chandler,BetAnything,Over,2.5,1.74,2026-06-04,2026-06-06
Priscila Cachoeira,Chelsea Chandler,BetAnything,Under,2.5,2.05,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,BetOnline.ag,Over,1.5,1.48,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,BetOnline.ag,Under,1.5,2.8,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,1xBet,Over,2.5,1.9,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,1xBet,Under,2.5,1.85,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,Pinnacle,Over,1.5,1.5,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,Pinnacle,Under,1.5,2.62,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,PMU (FR),Over,2.5,1.68,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,PMU (FR),Under,2.5,2.1,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,Coolbet,Over,1.5,1.47,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,Coolbet,Under,1.5,2.78,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,BetAnything,Over,1.5,1.48,2026-06-04,2026-06-06
Fares Ziam,Tom Nolan,BetAnything,Under,1.5,2.75,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,BetOnline.ag,Over,1.5,3.74,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,BetOnline.ag,Under,1.5,1.29,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,1xBet,Over,1.5,3.7,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,1xBet,Under,1.5,1.25,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,Pinnacle,Over,1.5,3.44,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,Pinnacle,Under,1.5,1.32,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,PMU (FR),Over,1.5,3.5,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,PMU (FR),Under,1.5,1.27,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,Coolbet,Over,1.5,3.7,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,Coolbet,Under,1.5,1.29,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,BetAnything,Over,1.5,3.6,2026-06-04,2026-06-06
Iwo Baraniewski,Junior Tafa,BetAnything,Under,1.5,1.29,2026-06-04,2026-06-06
Jeisla Chaves,Yuneisy Duben,BetOnline.ag,Over,2.5,1.77,2026-06-04,2026-06-06
Jeisla Chaves,Yuneisy Duben,BetOnline.ag,Under,2.5,2.1,2026-06-04,2026-06-06
Jeisla Chaves,Yuneisy Duben,1xBet,Over,2.5,1.83,2026-06-04,2026-06-06
Jeisla Chaves,Yuneisy Duben,1xBet,Under,2.5,1.91,2026-06-04,2026-06-06
Jeisla Chaves,Yuneisy Duben,Pinnacle,Over,2.5,1.77,2026-06-04,2026-06-06
Jeisla Chaves,Yuneisy Duben,Pinnacle,Under,2.5,2.07,2026-06-04,2026-06-06
Jeisla Chaves,Yuneisy Duben,Coolbet,Over,2.5,1.77,2026-06-04,2026-06-06
Jeisla Chaves,Yuneisy Duben,Coolbet,Under,2.5,2.05,2026-06-04,2026-06-06
Jeisla Chaves,Yuneisy Duben,BetAnything,Over,2.5,1.77,2026-06-04,2026-06-06
Jeisla Chaves,Yuneisy Duben,BetAnything,Under,2.5,2.0,2026-06-04,2026-06-06
Jordan Leavitt,Joanderson Brito,BetOnline.ag,Over,2.5,1.83,2026-06-04,2026-06-06
Jordan Leavitt,Joanderson Brito,BetOnline.ag,Under,2.5,2.0,2026-06-04,2026-06-06
Jordan Leavitt,Joanderson Brito,1xBet,Over,2.5,1.75,2026-06-04,2026-06-06
Jordan Leavitt,Joanderson Brito,1xBet,Under,2.5,2.0,2026-06-04,2026-06-06
Jordan Leavitt,Joanderson Brito,Pinnacle,Over,2.5,1.69,2026-06-04,2026-06-06
Jordan Leavitt,Joanderson Brito,Pinnacle,Under,2.5,2.18,2026-06-04,2026-06-06
Jordan Leavitt,Joanderson Brito,Coolbet,Over,2.5,1.83,2026-06-04,2026-06-06
Jordan Leavitt,Joanderson Brito,Coolbet,Under,2.5,2.0,2026-06-04,2026-06-06
Jordan Leavitt,Joanderson Brito,BetAnything,Over,2.5,1.77,2026-06-04,2026-06-06
Jordan Leavitt,Joanderson Brito,BetAnything,Under,2.5,2.0,2026-06-04,2026-06-06
Marcus McGhee,John Yannis,BetOnline.ag,Over,2.5,2.2,2026-06-04,2026-06-06
Marcus McGhee,John Yannis,BetOnline.ag,Under,2.5,1.71,2026-06-04,2026-06-06
Marcus McGhee,John Yannis,Pinnacle,Over,2.5,2.07,2026-06-04,2026-06-06
Marcus McGhee,John Yannis,Pinnacle,Under,2.5,1.77,2026-06-04,2026-06-06
Marcus McGhee,John Yannis,1xBet,Over,2.5,2.15,2026-06-04,2026-06-06
Marcus McGhee,John Yannis,1xBet,Under,2.5,1.65,2026-06-04,2026-06-06
Marcus McGhee,John Yannis,Coolbet,Over,2.5,2.1,2026-06-04,2026-06-06
Marcus McGhee,John Yannis,Coolbet,Under,2.5,1.77,2026-06-04,2026-06-06
Marcus McGhee,John Yannis,BetAnything,Over,2.5,2.1,2026-06-04,2026-06-06
Marcus McGhee,John Yannis,BetAnything,Under,2.5,1.71,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,BetOnline.ag,Over,1.5,2.25,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,BetOnline.ag,Under,1.5,1.69,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,1xBet,Over,1.5,2.2,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,1xBet,Under,1.5,1.67,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,PMU (FR),Over,1.5,2.25,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,PMU (FR),Under,1.5,1.6,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,Coolbet,Over,1.5,2.3,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,Coolbet,Under,1.5,1.65,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,BetAnything,Over,1.5,2.15,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,BetAnything,Under,1.5,1.69,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,Pinnacle,Over,1.5,2.35,2026-06-04,2026-06-06
Matt Schnell,Alessandro Costa,Pinnacle,Under,1.5,1.61,2026-06-04,2026-06-06
Diego Lopes,Steve Garcia Jr.,1xBet,Over,1.5,1.8,2026-06-04,2026-06-14
Diego Lopes,Steve Garcia Jr.,1xBet,Under,1.5,2.0,2026-06-04,2026-06-14
Bo Nickal,Kyle Daukaus,1xBet,Over,2.5,1.87,2026-06-04,2026-06-14
