name,height,reach,age,rank,total_rounds,title_bouts,dias_inativo,wins,losses,win_streak,lose_streak,longest_win_streak,ko_wins,sub_wins,SLpM,sig_str_acc,td_avg,td_acc,sub_avg,ctrl_avg,kd_per_fight,head_ratio,body_ratio,leg_ratio,distance_ratio,clinch_ratio,ground_ratio,sig_pct_fade,td_fade,ctrl_fade,rev_avg,finish_rate,ko_rate,sub_rate,SApM,str_def,td_def,ufc_debut,win_rate_l5,win_rate_l3
Rafael Alves,172.72,172.72,32,,9,0,1178,1.0,3.0,0.0,2.0,1.0,0.0,1.0,2.579505300353357,0.5177777777777778,0.3333333333333333,0.25,0.6666666666666666,52.333333333333336,0.3333333333333333,0.6438356164383562,0.2054794520547945,0.1506849315068493,0.8904109589041096,0.0410958904109589,0.0684931506849315,0.1666666666666666,1.0,125.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,4.275618374558304,0.5827586206896551,0.5,2021-05-22,0.5,0.5
Saygid Izagakhmaev,182.88,187.96,31,,0,0,177,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2025-11-22,,
Batgerel Danaa,170.18,177.8,33,,11,0,1122,3.0,4.0,0.0,3.0,3.0,3.0,0.0,6.216423637759018,0.4038888888888889,0.1666666666666666,0.3333333333333333,0.0,7.5,0.5,0.7592592592592593,0.1185185185185185,0.1222222222222222,0.8518518518518519,0.0407407407407407,0.1074074074074074,-0.1133333333333332,0.5,9.0,0.0,0.6666666666666666,0.6666666666666666,0.0,4.5587106676899465,0.4803149606299213,0.6666666666666667,2021-10-16,0.3333333333333333,0.3333333333333333
Jonathan Brookins,182.88,185.42,27,,9,1,4902,2.0,3.0,0.0,2.0,1.0,1.0,0.0,2.548853016142736,0.4779166666666666,1.5,0.1666666666666666,0.25,294.75,0.0,0.78,0.17,0.05,0.42,0.26,0.32,-0.0208333333333333,-2.0,-550.0,0.0,0.5,0.25,0.25,3.033135089209856,0.5492424242424243,0.6666666666666667,2010-12-04,0.5,0.3333333333333333
Roxanne Modafferi,170.18,175.26,39,12.0,38,2,1556,4.0,8.0,0.0,3.0,1.0,1.0,0.0,2.9786392405063293,0.3083030303030302,1.2727272727272727,0.2592592592592592,0.0909090909090909,264.45454545454544,0.0909090909090909,0.8466135458167331,0.0836653386454183,0.0697211155378486,0.8366533864541833,0.0537848605577689,0.1095617529880478,-0.0059999999999999,0.0,75.0,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.0,4.8655063291139244,0.5457063711911357,0.25,2013-11-30,0.3333333333333333,0.3333333333333333
Kiefer Crosbie,180.34,177.8,35,,2,0,268,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.2745098039215685,0.6100000000000001,0.0,0.0,0.0,7.5,0.0,0.5,0.1875,0.3125,0.9375,0.0625,0.0,-0.0999999999999999,0.0,15.0,0.0,1.0,0.0,1.0,4.967320261437909,0.5476190476190477,0.0,2023-09-09,0.0,0.0
Kailin Curran,162.56,165.1,26,,15,0,3096,1.0,6.0,0.0,4.0,1.0,0.0,1.0,3.9792130660727545,0.4458333333333333,1.5,0.6923076923076923,0.5,225.0,0.0,0.6268656716417911,0.2611940298507462,0.1119402985074626,0.6343283582089553,0.2425373134328358,0.1231343283582089,-0.07,-3.0,138.0,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.5,4.380103934669637,0.5310015898251192,0.6153846153846154,2014-11-22,0.3333333333333333,0.3333333333333333
Bobby Moffett,177.8,185.42,29,,5,0,2473,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.2765957446808511,0.2883333333333333,3.0,0.6666666666666666,1.5,218.0,0.0,0.6206896551724138,0.0689655172413793,0.3103448275862069,0.896551724137931,0.0689655172413793,0.0344827586206896,-0.1233333333333333,4.0,288.0,0.5,0.0,0.0,0.0,2.0689655172413794,0.5480769230769231,0.8,2018-11-10,0.5,0.5
Kevin Lee,175.26,195.58,30,,47,1,1052,11.0,8.0,0.0,3.0,5.0,3.0,4.0,3.885890516576716,0.4402962962962963,2.555555555555556,0.4339622641509434,0.6111111111111112,298.44444444444446,0.0555555555555555,0.7738095238095238,0.1976190476190476,0.0285714285714285,0.5916666666666667,0.0869047619047619,0.3214285714285714,0.0558888888888888,0.6666666666666665,133.5,0.1111111111111111,0.6111111111111112,0.2222222222222222,0.3888888888888889,3.5620663068619893,0.504823151125402,0.75,2014-02-01,0.6,0.3333333333333333
Yao Zhikui,165.1,162.56,25,,7,0,3460,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.2039045553145336,0.2077777777777777,0.3333333333333333,0.1666666666666666,0.0,92.66666666666669,0.0,0.918918918918919,0.054054054054054,0.027027027027027,0.6756756756756757,0.1891891891891892,0.1351351351351351,-0.2299999999999999,0.0,-235.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,2.3752711496746204,0.4895104895104895,0.6363636363636364,2014-08-23,0.0,0.0
John Gunderson,175.26,175.26,31,,6,0,5724,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0666666666666669,0.2733333333333334,2.5,0.5555555555555556,2.0,385.5,0.0,0.78125,0.15625,0.0625,0.25,0.03125,0.71875,0.5133333333333333,3.0,727.0,0.0,0.0,0.0,0.0,0.7666666666666667,0.6229508196721312,0.125,2010-06-19,1.0,1.0
Mike Lullo,172.72,178.0,32,,3,0,5357,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.1501597444089458,0.3433333333333333,0.0,0.0,1.0,10.0,0.0,0.75,0.0833333333333333,0.1666666666666666,1.0,0.0,0.0,,,,0.0,1.0,1.0,0.0,4.121405750798722,0.3768115942028985,0.0,2010-11-20,0.0,0.0
Jan Blachowicz,187.96,198.12,42,3.0,57,4,422,12.0,10.0,0.0,4.0,5.0,5.0,2.0,3.4412614347616755,0.501,0.9047619047619048,0.4871794871794871,0.2857142857142857,111.42857142857144,0.2857142857142857,0.6107030430220357,0.2119622245540398,0.1773347324239244,0.7743966421825813,0.1101783840503672,0.1154249737670514,0.0216190476190474,-0.1428571428571429,14.42857142857143,0.0,0.4285714285714285,0.2857142857142857,0.1428571428571428,3.0696544276457884,0.5220680958385877,0.6727272727272727,2014-10-04,0.8,1.0
Alice Pereira,172.72,180.34,19,,0,0,247,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.466666666666667,0.3166666666666667,0.0,0.0,0.0,19.0,0.0,0.7837837837837838,0.1891891891891892,0.027027027027027,0.945945945945946,0.054054054054054,0.0,,,,0.0,0.0,0.0,0.0,3.0,0.7289156626506024,1.0,2025-09-13,,
Delson Heleno,180.34,183.0,34,,0,0,5077,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2012-06-23,,
Viviane Araujo,162.56,172.72,38,8.0,38,0,324,7.0,6.0,0.0,1.0,2.0,1.0,0.0,4.036598493003229,0.4915555555555556,1.9166666666666667,0.4339622641509434,0.6666666666666666,199.91666666666663,0.0833333333333333,0.74,0.1453333333333333,0.1146666666666666,0.948,0.0186666666666666,0.0333333333333333,0.0208333333333332,-0.25,169.5,0.0,0.0833333333333333,0.0833333333333333,0.0,4.870828848223896,0.5684310920362423,0.8,2019-05-11,0.4,0.3333333333333333
John Yannis,170.18,177.8,31,,0,0,289,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,1.0,0.547945205479452,0.7142857142857143,0.0,2025-08-02,,
Ricky Turcios,175.26,180.34,32,,17,0,72,2.0,4.0,0.0,3.0,1.0,0.0,0.0,4.156358238495795,0.4543333333333333,1.0,0.25,0.4,139.4,0.2,0.6964285714285714,0.1607142857142857,0.1428571428571428,0.6714285714285714,0.1642857142857142,0.1642857142857142,-0.0272222222222222,-1.0,29.666666666666657,0.8,0.2,0.0,0.2,3.63681345868382,0.4764957264957264,0.4411764705882353,2021-08-28,0.6666666666666666,0.6666666666666666
John Teixeira,170.18,173.0,25,,0,0,5077,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2012-06-23,,
Francis Carmont,190.5,198.12,32,12.0,22,0,4286,6.0,3.0,0.0,3.0,6.0,0.0,2.0,1.9932268988872763,0.4822916666666667,1.625,0.40625,0.625,247.0,0.125,0.6116504854368932,0.2669902912621359,0.1213592233009708,0.4902912621359223,0.2087378640776699,0.3009708737864077,-0.4933333333333333,-0.5,40.75,0.25,0.25,0.0,0.25,1.4997581035316885,0.5877659574468085,0.7241379310344828,2011-10-29,1.0,1.0
